dia,franja,tipo,uso_armas,barrio
Viernes,0,Robo (con violencia),,Recoleta
Jueves,22,Hurto (sin violencia),,Almagro
Viernes,0,Robo (con violencia),,San Nicolás
Lunes,23,Hurto (sin violencia),,San Cristóbal
Jueves,7,Robo (con violencia),,Flores
Viernes,2,Hurto (sin violencia),,Villa Urquiza
Martes,4,Robo (con violencia),,Balvanera
Viernes,1,Hurto (sin violencia),,Balvanera
Viernes,5,Robo (con violencia),,San Cristóbal
Viernes,5,Robo (con violencia),,San Nicolás
Viernes,6,Robo (con violencia),,Recoleta
Jueves,20,Hurto (sin violencia),,Monte Castro
Viernes,5,Hurto (sin violencia),,Palermo
Viernes,4,Robo (con violencia),Arma de fuego,Parque Avellaneda
Miércoles,18,Hurto (sin violencia),,Liniers
Martes,16,Hurto (sin violencia),,Recoleta
Jueves,21,Robo (con violencia),Arma de fuego,Villa Gral. Mitre
Viernes,9,Robo (con violencia),,Caballito
Sábado,16,Hurto (sin violencia),,Palermo
Miércoles,8,Hurto (sin violencia),,Palermo
Viernes,7,Hurto (sin violencia),,Almagro
Jueves,17,Robo (con violencia),,Coghlan
Viernes,9,Hurto (sin violencia),,Recoleta
Viernes,10,Robo (con violencia),,Caballito
Viernes,8,Robo (con violencia),,Balvanera
Viernes,5,Robo (con violencia),,Almagro
Viernes,9,Hurto (sin violencia),,Villa Urquiza
Viernes,10,Hurto (sin violencia),,Flores
Viernes,7,Robo (con violencia),,Mataderos
Jueves,13,Hurto (sin violencia),,Monserrat
Viernes,12,Hurto (sin violencia),,Parque Patricios
Jueves,18,Hurto (sin violencia),,Flores
Viernes,12,Robo (con violencia),,Flores
Viernes,12,Hurto (sin violencia),,Floresta
Viernes,13,Robo (con violencia),Arma cortante,Villa Gral. Mitre
Viernes,12,Hurto (sin violencia),,Flores
Viernes,9,Robo (con violencia),,Villa Soldati
Viernes,12,Hurto (sin violencia),,Boedo
Viernes,11,Hurto (sin violencia),,Villa Crespo
Viernes,12,Hurto (sin violencia),,Boca
Viernes,13,Hurto (sin violencia),,Palermo
Viernes,10,Hurto (sin violencia),,Barracas
Domingo,17,Hurto (sin violencia),,Saavedra
Viernes,11,Hurto (sin violencia),,Palermo
Viernes,12,Robo (con violencia),Arma de fuego,Palermo
Lunes,15,Hurto (sin violencia),,Flores
Sábado,11,Hurto (sin violencia),,Recoleta
Viernes,14,Robo (con violencia),,Villa Soldati
Viernes,11,Hurto (sin violencia),,Caballito
Viernes,14,Robo (con violencia),,Balvanera
Viernes,14,Robo (con violencia),,Saavedra
Viernes,12,Hurto (sin violencia),,Vélez Sársfield
Viernes,15,Robo (con violencia),,Mataderos
Miércoles,12,Hurto (sin violencia),,Villa Luro
Viernes,6,Robo (con violencia),,Villa Lugano
Viernes,13,Robo (con violencia),Arma de fuego,Villa Devoto
Sábado,10,Robo (con violencia),,Balvanera
Viernes,12,Robo (con violencia),Arma cortante,Villa Crespo
Viernes,14,Robo (con violencia),Arma de fuego,Colegiales
Viernes,11,Robo (con violencia),Arma de fuego,Villa Soldati
Viernes,12,Robo (con violencia),,Villa Soldati
Viernes,15,Robo (con violencia),,Recoleta
Miércoles,8,Robo (con violencia),,Barracas
Viernes,11,Robo (con violencia),,Villa Lugano
Viernes,14,Hurto (sin violencia),,Boedo
Viernes,16,Hurto (sin violencia),,Retiro
Viernes,10,Hurto (sin violencia),,Constitución
Viernes,12,Hurto (sin violencia),,Villa Urquiza
Viernes,16,Robo (con violencia),,Recoleta
Viernes,13,Robo (con violencia),,Liniers
Viernes,16,Robo (con violencia),,Chacarita
Viernes,16,Hurto (sin violencia),,Villa Soldati
Viernes,16,Hurto (sin violencia),,Recoleta
Miércoles,14,Robo (con violencia),,Recoleta
Viernes,8,Robo (con violencia),,Nueva Pompeya
Viernes,15,Robo (con violencia),,Villa Lugano
Viernes,13,Hurto (sin violencia),,Caballito
Viernes,17,Robo (con violencia),Arma de fuego,Palermo
Viernes,17,Hurto (sin violencia),,Palermo
Viernes,18,Robo (con violencia),,Villa Urquiza
Viernes,14,Robo (con violencia),,Retiro
Viernes,11,Robo (con violencia),,San Cristóbal
Miércoles,19,Hurto (sin violencia),,San Nicolás
Miércoles,19,Robo (con violencia),,Boedo
Viernes,15,Robo (con violencia),,Monserrat
Jueves,23,Hurto (sin violencia),,Palermo
Viernes,8,Hurto (sin violencia),,Villa Lugano
Viernes,18,Hurto (sin violencia),,Balvanera
Viernes,18,Robo (con violencia),,Palermo
Martes,23,Hurto (sin violencia),,Almagro
Jueves,21,Hurto (sin violencia),,Parque Chas
Viernes,18,Hurto (sin violencia),,Villa Luro
Viernes,16,Hurto (sin violencia),,Boedo
Viernes,18,Robo (con violencia),,Villa Urquiza
Viernes,20,Robo (con violencia),,Nuñez
Viernes,20,Hurto (sin violencia),,Caballito
Viernes,18,Hurto (sin violencia),,Almagro
Viernes,20,Robo (con violencia),,Liniers
Viernes,20,Robo (con violencia),Arma cortante,Caballito
Viernes,20,Robo (con violencia),,Saavedra
Viernes,20,Hurto (sin violencia),,Colegiales
Viernes,19,Robo (con violencia),Arma cortante,Parque Chacabuco
Viernes,21,Robo (con violencia),,Chacarita
Viernes,21,Hurto (sin violencia),,Liniers
Viernes,19,Robo (con violencia),,Balvanera
Viernes,21,Hurto (sin violencia),,Recoleta
Viernes,20,Hurto (sin violencia),,Flores
Jueves,19,Robo (con violencia),Arma de fuego,Balvanera
Viernes,21,Robo (con violencia),,Palermo
Viernes,22,Hurto (sin violencia),,Palermo
Viernes,22,Hurto (sin violencia),,Floresta
Viernes,21,Robo (con violencia),Arma de fuego,Parque Patricios
Viernes,20,Robo (con violencia),Arma cortante,Villa Santa Rita
Viernes,23,Robo (con violencia),Arma de fuego,Palermo
Viernes,22,Hurto (sin violencia),,Caballito
Viernes,23,Robo (con violencia),Arma cortante,Villa Santa Rita
Viernes,23,Robo (con violencia),,Palermo
Lunes,7,Robo (con violencia),,Liniers
Sábado,0,Hurto (sin violencia),,Nuñez
Sábado,1,Robo (con violencia),Arma cortante,Retiro
Sábado,1,Hurto (sin violencia),,Paternal
Viernes,21,Hurto (sin violencia),,Belgrano
Sábado,8,Robo (con violencia),,Parque Chacabuco
Sábado,3,Robo (con violencia),,Villa Gral. Mitre
Sábado,1,Robo (con violencia),,Liniers
Sábado,12,Robo (con violencia),,Flores
Sábado,8,Robo (con violencia),,San Nicolás
Sábado,4,Robo (con violencia),Arma de fuego,Parque Avellaneda
Sábado,6,Hurto (sin violencia),,Villa Riachuelo
Sábado,4,Robo (con violencia),,Caballito
Sábado,11,Hurto (sin violencia),,Flores
Sábado,4,Hurto (sin violencia),,San Nicolás
Jueves,10,Robo (con violencia),,Flores
Sábado,6,Robo (con violencia),,Constitución
Sábado,8,Robo (con violencia),,Monserrat
Viernes,9,Robo (con violencia),,Barracas
Sábado,8,Hurto (sin violencia),,Balvanera
Sábado,9,Hurto (sin violencia),,Villa Crespo
Sábado,6,Hurto (sin violencia),,Villa Soldati
Sábado,3,Robo (con violencia),,Monserrat
Sábado,10,Hurto (sin violencia),,Balvanera
Sábado,8,Robo (con violencia),,Parque Chacabuco
Viernes,22,Robo (con violencia),,Liniers
Sábado,8,Robo (con violencia),,Parque Avellaneda
Viernes,18,Hurto (sin violencia),,Villa Soldati
Sábado,8,Hurto (sin violencia),,Villa Devoto
Sábado,10,Hurto (sin violencia),,San Cristóbal
Sábado,22,Hurto (sin violencia),,Almagro
Sábado,10,Robo (con violencia),,Paternal
Sábado,10,Robo (con violencia),Arma de fuego,Caballito
Sábado,10,Hurto (sin violencia),,Villa Gral. Mitre
Viernes,20,Robo (con violencia),,Barracas
Sábado,12,Hurto (sin violencia),,Villa Crespo
Sábado,8,Robo (con violencia),,Villa Gral. Mitre
Sábado,11,Hurto (sin violencia),,Belgrano
Sábado,13,Hurto (sin violencia),,Villa Urquiza
Sábado,12,Hurto (sin violencia),,Boedo
Sábado,9,Hurto (sin violencia),,Parque Avellaneda
Sábado,13,Robo (con violencia),,Almagro
Sábado,16,Hurto (sin violencia),,Villa Urquiza
Sábado,12,Hurto (sin violencia),,Palermo
Sábado,10,Hurto (sin violencia),,Nueva Pompeya
Sábado,11,Hurto (sin violencia),,Balvanera
Sábado,14,Robo (con violencia),,Versalles
Sábado,12,Hurto (sin violencia),,Parque Avellaneda
Sábado,2,Hurto (sin violencia),,Villa Lugano
Jueves,16,Robo (con violencia),Arma de fuego,Monserrat
Viernes,20,Robo (con violencia),Arma de fuego,Villa Crespo
Sábado,14,Robo (con violencia),,Recoleta
Sábado,15,Hurto (sin violencia),,Palermo
Sábado,14,Hurto (sin violencia),,Parque Chas
Jueves,17,Robo (con violencia),,Parque Chacabuco
Sábado,14,Hurto (sin violencia),,Villa Riachuelo
Sábado,12,Robo (con violencia),,Boca
Sábado,15,Robo (con violencia),Arma de fuego,Parque Chacabuco
Sábado,13,Robo (con violencia),,Villa Real
Sábado,9,Robo (con violencia),,Recoleta
Jueves,15,Robo (con violencia),,Balvanera
Sábado,8,Hurto (sin violencia),,Villa Lugano
Sábado,9,Robo (con violencia),,Constitución
Sábado,16,Robo (con violencia),,Villa Pueyrredón
Viernes,21,Robo (con violencia),,San Telmo
Sábado,1,Robo (con violencia),,Balvanera
Sábado,18,Hurto (sin violencia),,Saavedra
Sábado,12,Hurto (sin violencia),,Villa Urquiza
Sábado,15,Hurto (sin violencia),,Villa Urquiza
Sábado,18,Hurto (sin violencia),,Palermo
Sábado,17,Hurto (sin violencia),,Chacarita
Sábado,18,Hurto (sin violencia),,Recoleta
Sábado,18,Robo (con violencia),Arma cortante,Almagro
Sábado,19,Robo (con violencia),Arma de fuego,Barracas
Sábado,19,Robo (con violencia),,San Nicolás
Sábado,20,Hurto (sin violencia),,Villa Urquiza
Viernes,12,Robo (con violencia),Arma de fuego,Almagro
Sábado,19,Robo (con violencia),,Saavedra
Sábado,21,Robo (con violencia),Arma de fuego,Parque Chacabuco
Sábado,21,Robo (con violencia),Arma de fuego,Nueva Pompeya
Sábado,21,Hurto (sin violencia),,Monte Castro
Sábado,21,Robo (con violencia),Arma de fuego,Parque Chacabuco
Sábado,21,Robo (con violencia),,Boedo
Sábado,21,Robo (con violencia),Arma de fuego,Nueva Pompeya
Lunes,15,Hurto (sin violencia),,Villa Crespo
Sábado,21,Hurto (sin violencia),,Villa Crespo
Sábado,22,Robo (con violencia),Arma de fuego,Palermo
Sábado,23,Robo (con violencia),,Nueva Pompeya
Sábado,20,Robo (con violencia),,Villa Devoto
Domingo,0,Robo (con violencia),,Belgrano
Domingo,1,Robo (con violencia),,Barracas
Domingo,1,Robo (con violencia),Arma cortante,Flores
Domingo,1,Hurto (sin violencia),,Villa Soldati
Sábado,2,Hurto (sin violencia),,Villa Devoto
Domingo,2,Robo (con violencia),,Nueva Pompeya
Lunes,9,Hurto (sin violencia),,Almagro
Domingo,2,Robo (con violencia),Arma de fuego,Nueva Pompeya
Domingo,3,Hurto (sin violencia),,Villa Real
Domingo,3,Robo (con violencia),Arma de fuego,Villa Lugano
Domingo,4,Robo (con violencia),Arma de fuego,Mataderos
Domingo,4,Robo (con violencia),Arma cortante,Saavedra
Domingo,4,Robo (con violencia),,Caballito
Domingo,7,Hurto (sin violencia),,Nueva Pompeya
Domingo,7,Robo (con violencia),,Recoleta
Domingo,0,Robo (con violencia),Arma cortante,Nuñez
Domingo,7,Robo (con violencia),,San Cristóbal
Domingo,8,Robo (con violencia),Arma de fuego,Mataderos
Sábado,0,Robo (con violencia),,Floresta
Sábado,12,Robo (con violencia),,Monserrat
Sábado,5,Hurto (sin violencia),,Mataderos
Sábado,19,Robo (con violencia),Arma de fuego,San Cristóbal
Domingo,10,Robo (con violencia),,Recoleta
Domingo,7,Robo (con violencia),Arma de fuego,Villa Lugano
Sábado,22,Robo (con violencia),,San Cristóbal
Domingo,10,Robo (con violencia),,Recoleta
Domingo,8,Robo (con violencia),,Caballito
Domingo,1,Robo (con violencia),,Monserrat
Domingo,9,Robo (con violencia),,Villa Del Parque
Domingo,11,Robo (con violencia),,Villa Urquiza
Domingo,12,Robo (con violencia),,Palermo
Domingo,12,Hurto (sin violencia),,Villa Urquiza
Domingo,11,Hurto (sin violencia),,Constitución
Domingo,13,Robo (con violencia),,Palermo
Domingo,0,Hurto (sin violencia),,Almagro
Domingo,9,Hurto (sin violencia),,Villa Ortuzar
Sábado,21,Robo (con violencia),Arma cortante,Villa Crespo
Domingo,0,Robo (con violencia),Arma de fuego,Palermo
Domingo,9,Robo (con violencia),,Villa Lugano
Viernes,16,Robo (con violencia),Arma cortante,Flores
Viernes,23,Robo (con violencia),Arma de fuego,Parque Chacabuco
Viernes,22,Hurto (sin violencia),,Balvanera
Domingo,10,Robo (con violencia),,Parque Avellaneda
Domingo,16,Robo (con violencia),,Monserrat
Domingo,15,Robo (con violencia),,Recoleta
Domingo,15,Robo (con violencia),Arma de fuego,Parque Chacabuco
Domingo,0,Robo (con violencia),Arma de fuego,Mataderos
Domingo,16,Hurto (sin violencia),,Belgrano
Sábado,14,Robo (con violencia),Arma cortante,Almagro
Domingo,17,Robo (con violencia),,Villa Lugano
Domingo,17,Robo (con violencia),,Villa Lugano
Domingo,17,Hurto (sin violencia),,Nueva Pompeya
Domingo,19,Hurto (sin violencia),,Almagro
Domingo,14,Hurto (sin violencia),,Liniers
Domingo,17,Robo (con violencia),,Villa Del Parque
Sábado,8,Hurto (sin violencia),,Caballito
Sábado,18,Robo (con violencia),,Palermo
Domingo,2,Hurto (sin violencia),,San Telmo
Domingo,19,Robo (con violencia),,Retiro
Domingo,18,Robo (con violencia),Arma de fuego,Caballito
Domingo,19,Robo (con violencia),Arma cortante,Recoleta
Viernes,20,Robo (con violencia),,Almagro
Domingo,18,Robo (con violencia),,Villa Soldati
Domingo,18,Robo (con violencia),Arma de fuego,Villa Soldati
Domingo,21,Hurto (sin violencia),,Palermo
Domingo,21,Robo (con violencia),Arma de fuego,Villa Ortuzar
Domingo,19,Hurto (sin violencia),,Caballito
Domingo,20,Robo (con violencia),,Villa Crespo
Domingo,21,Robo (con violencia),Arma de fuego,Caballito
Domingo,20,Hurto (sin violencia),,Recoleta
Domingo,21,Robo (con violencia),,Villa Pueyrredón
Domingo,21,Robo (con violencia),Arma de fuego,Nueva Pompeya
Domingo,21,Robo (con violencia),,Constitución
Domingo,19,Robo (con violencia),,Almagro
Viernes,7,Hurto (sin violencia),,Flores
Domingo,23,Robo (con violencia),Arma de fuego,Parque Patricios
Domingo,22,Robo (con violencia),,Parque Chacabuco
Lunes,0,Robo (con violencia),Arma de fuego,Barracas
Domingo,21,Hurto (sin violencia),,San Telmo
Lunes,0,Hurto (sin violencia),,Caballito
Lunes,1,Robo (con violencia),,Retiro
Domingo,12,Robo (con violencia),,San Nicolás
Lunes,2,Robo (con violencia),,Caballito
Lunes,2,Hurto (sin violencia),,Almagro
Lunes,5,Robo (con violencia),,Nueva Pompeya
Domingo,8,Robo (con violencia),,Villa Lugano
Lunes,7,Robo (con violencia),Arma de fuego,Boca
Viernes,8,Hurto (sin violencia),,Villa Soldati
Viernes,18,Robo (con violencia),,Palermo
Lunes,1,Hurto (sin violencia),,Villa Luro
Lunes,8,Hurto (sin violencia),,Flores
Domingo,20,Robo (con violencia),,Boedo
Lunes,9,Hurto (sin violencia),,Villa Lugano
Lunes,5,Hurto (sin violencia),,Saavedra
Domingo,23,Hurto (sin violencia),,Boedo
Domingo,6,Robo (con violencia),Arma cortante,Flores
Sábado,19,Hurto (sin violencia),,Villa Riachuelo
Domingo,22,Robo (con violencia),,Caballito
Lunes,11,Robo (con violencia),,Caballito
Lunes,11,Hurto (sin violencia),,Villa Lugano
Miércoles,14,Robo (con violencia),,Villa Luro
Lunes,13,Hurto (sin violencia),,Constitución
Lunes,11,Hurto (sin violencia),,Villa Urquiza
Viernes,13,Hurto (sin violencia),,Vélez Sársfield
Sábado,12,Robo (con violencia),,Caballito
Domingo,12,Robo (con violencia),,Villa Urquiza
Lunes,8,Hurto (sin violencia),,Constitución
Lunes,9,Hurto (sin violencia),,Nueva Pompeya
Lunes,12,Robo (con violencia),Arma de fuego,Villa Del Parque
Lunes,12,Robo (con violencia),Arma de fuego,Caballito
Lunes,12,Hurto (sin violencia),,Constitución
Lunes,13,Robo (con violencia),,Flores
Sábado,8,Hurto (sin violencia),,Caballito
Lunes,12,Hurto (sin violencia),,Liniers
Sábado,17,Robo (con violencia),,Recoleta
Lunes,11,Hurto (sin violencia),,Palermo
Lunes,11,Hurto (sin violencia),,Villa Urquiza
Sábado,13,Hurto (sin violencia),,Nueva Pompeya
Domingo,5,Robo (con violencia),,Villa Crespo
Lunes,14,Robo (con violencia),,Caballito
Lunes,10,Hurto (sin violencia),,Barracas
Lunes,13,Robo (con violencia),,Palermo
Lunes,1,Robo (con violencia),,Villa Santa Rita
Viernes,20,Robo (con violencia),,Nueva Pompeya
Lunes,14,Robo (con violencia),Arma de fuego,Balvanera
Lunes,13,Robo (con violencia),Arma de fuego,Flores
Lunes,14,Robo (con violencia),Arma de fuego,Flores
Lunes,14,Robo (con violencia),,San Nicolás
Viernes,9,Robo (con violencia),,Colegiales
Lunes,14,Hurto (sin violencia),,Barracas
Lunes,15,Hurto (sin violencia),,Palermo
Lunes,11,Hurto (sin violencia),,Parque Avellaneda
Lunes,10,Robo (con violencia),,Parque Patricios
Domingo,6,Hurto (sin violencia),,Belgrano
Domingo,19,Hurto (sin violencia),,Mataderos
Lunes,15,Robo (con violencia),,Retiro
Domingo,19,Robo (con violencia),,Almagro
Lunes,5,Robo (con violencia),,San Cristóbal
Lunes,10,Hurto (sin violencia),,Versalles
Viernes,14,Hurto (sin violencia),,Villa Devoto
Lunes,16,Robo (con violencia),,Balvanera
Lunes,13,Hurto (sin violencia),,Villa Del Parque
Lunes,9,Hurto (sin violencia),,Barracas
Sábado,9,Hurto (sin violencia),,Chacarita
Viernes,23,Hurto (sin violencia),,Villa Lugano
Domingo,22,Robo (con violencia),Arma de fuego,Balvanera
Lunes,15,Robo (con violencia),,Monserrat
Jueves,20,Robo (con violencia),,Palermo
Miércoles,18,Hurto (sin violencia),,Villa Ortuzar
Lunes,16,Robo (con violencia),,Parque Chacabuco
Lunes,17,Robo (con violencia),Arma de fuego,Nueva Pompeya
Sábado,20,Hurto (sin violencia),,Villa Gral. Mitre
Lunes,10,Robo (con violencia),,Monserrat
Lunes,14,Robo (con violencia),,Villa Lugano
Sábado,15,Robo (con violencia),,Constitución
Lunes,15,Hurto (sin violencia),,Barracas
Lunes,18,Robo (con violencia),,Villa Gral. Mitre
Lunes,17,Robo (con violencia),,Constitución
Lunes,12,Robo (con violencia),,Retiro
Lunes,18,Robo (con violencia),,Recoleta
Domingo,18,Robo (con violencia),,Saavedra
Lunes,19,Hurto (sin violencia),,Villa Devoto
Lunes,19,Robo (con violencia),,Recoleta
Domingo,22,Robo (con violencia),,Flores
Lunes,18,Robo (con violencia),,Palermo
Lunes,11,Hurto (sin violencia),,San Cristóbal
Lunes,20,Robo (con violencia),,Liniers
Lunes,20,Robo (con violencia),Arma de fuego,San Nicolás
Lunes,20,Robo (con violencia),Arma cortante,Floresta
Lunes,21,Robo (con violencia),Arma cortante,Versalles
Lunes,21,Hurto (sin violencia),,Nuñez
Domingo,19,Robo (con violencia),,Colegiales
Lunes,21,Robo (con violencia),,Caballito
Lunes,21,Robo (con violencia),,Villa Real
Lunes,21,Robo (con violencia),,San Cristóbal
Lunes,19,Hurto (sin violencia),,Nuñez
Lunes,20,Hurto (sin violencia),,Monte Castro
Lunes,17,Hurto (sin violencia),,Almagro
Lunes,22,Robo (con violencia),,Almagro
Lunes,22,Robo (con violencia),Arma de fuego,Caballito
Domingo,21,Hurto (sin violencia),,Boca
Lunes,23,Robo (con violencia),,Recoleta
Lunes,23,Robo (con violencia),Arma de fuego,San Telmo
Lunes,20,Robo (con violencia),Arma cortante,Liniers
Lunes,23,Robo (con violencia),Arma cortante,Boca
Martes,3,Hurto (sin violencia),,Constitución
Martes,6,Robo (con violencia),,San Telmo
Martes,7,Hurto (sin violencia),,Villa Urquiza
Lunes,7,Hurto (sin violencia),,Mataderos
Domingo,12,Hurto (sin violencia),,Flores
Martes,14,Robo (con violencia),,Colegiales
Martes,7,Robo (con violencia),Arma de fuego,Villa Urquiza
Lunes,19,Robo (con violencia),,Villa Soldati
Martes,9,Hurto (sin violencia),,Boedo
Martes,9,Robo (con violencia),Arma de fuego,Parque Chas
Lunes,12,Hurto (sin violencia),,Colegiales
Martes,10,Robo (con violencia),,Palermo
Lunes,19,Robo (con violencia),Arma cortante,Floresta
Martes,10,Hurto (sin violencia),,Belgrano
Lunes,5,Hurto (sin violencia),,Flores
Martes,9,Robo (con violencia),,Vélez Sársfield
Martes,9,Hurto (sin violencia),,Palermo
Domingo,10,Robo (con violencia),,Caballito
Martes,8,Robo (con violencia),,Coghlan
Martes,8,Hurto (sin violencia),,Constitución
Martes,10,Hurto (sin violencia),,Nueva Pompeya
Martes,11,Robo (con violencia),,Palermo
Domingo,18,Robo (con violencia),,Parque Chacabuco
Lunes,19,Robo (con violencia),Arma de fuego,Monserrat
Martes,8,Hurto (sin violencia),,Constitución
Martes,11,Hurto (sin violencia),,Villa Gral. Mitre
Martes,8,Hurto (sin violencia),,Villa Lugano
Viernes,8,Robo (con violencia),,Colegiales
Martes,7,Robo (con violencia),,Boca
Sábado,15,Hurto (sin violencia),,Constitución
Lunes,20,Robo (con violencia),,Palermo
Martes,12,Hurto (sin violencia),,Palermo
Lunes,19,Robo (con violencia),,Belgrano
Martes,13,Robo (con violencia),,Villa Del Parque
Lunes,22,Robo (con violencia),Arma cortante,Caballito
Martes,10,Hurto (sin violencia),,Monserrat
Martes,9,Robo (con violencia),Arma de fuego,Caballito
Lunes,13,Robo (con violencia),,Constitución
Martes,13,Robo (con violencia),,Recoleta
Martes,12,Robo (con violencia),,Palermo
Lunes,23,Hurto (sin violencia),,Versalles
Martes,8,Hurto (sin violencia),,Nueva Pompeya
Martes,12,Hurto (sin violencia),,Villa Lugano
Lunes,13,Hurto (sin violencia),,Caballito
Martes,13,Hurto (sin violencia),,Monserrat
Martes,13,Robo (con violencia),,Colegiales
Lunes,16,Robo (con violencia),,Recoleta
Martes,14,Robo (con violencia),,Flores
Martes,1,Robo (con violencia),,San Telmo
Martes,1,Robo (con violencia),,Monte Castro
Martes,11,Robo (con violencia),,Recoleta
Martes,11,Hurto (sin violencia),,Belgrano
Martes,13,Hurto (sin violencia),,Parque Chacabuco
Lunes,16,Hurto (sin violencia),,Villa Crespo
Domingo,21,Hurto (sin violencia),,Caballito
Martes,11,Robo (con violencia),,Chacarita
Domingo,8,Hurto (sin violencia),,Versalles
Martes,9,Robo (con violencia),,Parque Chacabuco
Lunes,19,Robo (con violencia),Arma de fuego,Colegiales
Martes,15,Hurto (sin violencia),,Villa Lugano
Martes,16,Robo (con violencia),,Palermo
Martes,15,Robo (con violencia),,Vélez Sársfield
Martes,15,Robo (con violencia),,Constitución
Martes,14,Robo (con violencia),,San Telmo
Lunes,15,Hurto (sin violencia),,Villa Urquiza
Martes,14,Hurto (sin violencia),,Caballito
Martes,3,Robo (con violencia),,Floresta
Martes,16,Robo (con violencia),,San Cristóbal
Martes,15,Hurto (sin violencia),,Balvanera
Lunes,1,Robo (con violencia),,Boca
Martes,6,Robo (con violencia),,Flores
Miércoles,11,Hurto (sin violencia),,Villa Santa Rita
Sábado,23,Robo (con violencia),Arma de fuego,Parque Avellaneda
Martes,15,Hurto (sin violencia),,Villa Pueyrredón
Martes,8,Hurto (sin violencia),,Villa Soldati
Sábado,14,Robo (con violencia),Arma de fuego,Monserrat
Lunes,7,Robo (con violencia),,Flores
Martes,13,Hurto (sin violencia),,Chacarita
Martes,9,Hurto (sin violencia),,Flores
Sábado,21,Robo (con violencia),Arma de fuego,Barracas
Martes,15,Hurto (sin violencia),,Villa Lugano
Domingo,12,Hurto (sin violencia),,Belgrano
Lunes,20,Robo (con violencia),,Balvanera
Martes,10,Robo (con violencia),,Flores
Martes,16,Robo (con violencia),,Flores
Martes,16,Robo (con violencia),,Barracas
Martes,1,Hurto (sin violencia),,Villa Lugano
Martes,17,Hurto (sin violencia),,Flores
Lunes,17,Robo (con violencia),,Nuñez
Lunes,7,Robo (con violencia),,Parque Avellaneda
Martes,11,Hurto (sin violencia),,Boedo
Martes,17,Hurto (sin violencia),,Caballito
Martes,16,Hurto (sin violencia),,Retiro
Martes,14,Robo (con violencia),Arma de fuego,Villa Crespo
Martes,15,Robo (con violencia),,Villa Devoto
Martes,18,Robo (con violencia),Arma de fuego,Villa Lugano
Lunes,9,Robo (con violencia),,Caballito
Lunes,19,Robo (con violencia),,Chacarita
Martes,18,Robo (con violencia),Arma cortante,Retiro
Martes,19,Robo (con violencia),,Palermo
Martes,19,Robo (con violencia),,Palermo
Lunes,20,Hurto (sin violencia),,Flores
Sábado,21,Robo (con violencia),,Villa Lugano
Martes,19,Robo (con violencia),,Palermo
Lunes,3,Robo (con violencia),,Villa Urquiza
Viernes,7,Robo (con violencia),,Barracas
Martes,19,Robo (con violencia),,Belgrano
Martes,20,Robo (con violencia),Arma de fuego,Nueva Pompeya
Martes,20,Robo (con violencia),Arma de fuego,Boedo
Martes,SD,Hurto (sin violencia),,Villa Crespo
Martes,9,Hurto (sin violencia),,Villa Lugano
Martes,7,Robo (con violencia),,Balvanera
Martes,20,Robo (con violencia),Arma de fuego,Nuñez
Martes,19,Robo (con violencia),Arma de fuego,Villa Pueyrredón
Martes,20,Hurto (sin violencia),,Villa Riachuelo
Martes,19,Robo (con violencia),,Palermo
Martes,21,Robo (con violencia),,Retiro
Martes,23,Hurto (sin violencia),,San Telmo
Martes,13,Hurto (sin violencia),,Villa Devoto
Miércoles,0,Robo (con violencia),Arma de fuego,Caballito
Miércoles,0,Robo (con violencia),,Palermo
Martes,19,Hurto (sin violencia),,Balvanera
Miércoles,1,Robo (con violencia),,Belgrano
Sábado,23,Robo (con violencia),Arma de fuego,Barracas
Martes,20,Robo (con violencia),,Recoleta
Miércoles,4,Robo (con violencia),,Balvanera
Miércoles,6,Robo (con violencia),,Palermo
Martes,21,Hurto (sin violencia),,Parque Chacabuco
Martes,8,Hurto (sin violencia),,Palermo
Miércoles,8,Hurto (sin violencia),,Villa Luro
Miércoles,5,Hurto (sin violencia),,Villa Lugano
Miércoles,8,Robo (con violencia),,Recoleta
Viernes,22,Robo (con violencia),Arma de fuego,Nueva Pompeya
Martes,20,Hurto (sin violencia),,Recoleta
Miércoles,9,Hurto (sin violencia),,Villa Gral. Mitre
Martes,9,Hurto (sin violencia),,Floresta
Miércoles,9,Robo (con violencia),Arma de fuego,Liniers
Lunes,8,Robo (con violencia),Arma de fuego,Villa Soldati
Miércoles,10,Hurto (sin violencia),,Caballito
Miércoles,8,Hurto (sin violencia),,Monserrat
Viernes,8,Robo (con violencia),,Palermo
Miércoles,7,Robo (con violencia),Arma de fuego,Villa Lugano
Miércoles,7,Hurto (sin violencia),,Parque Patricios
Miércoles,10,Robo (con violencia),Arma de fuego,Barracas
Miércoles,10,Hurto (sin violencia),,Palermo
Martes,20,Robo (con violencia),Arma cortante,Palermo
Martes,22,Robo (con violencia),,Parque Patricios
Domingo,15,Robo (con violencia),,Balvanera
Miércoles,11,Robo (con violencia),Arma de fuego,Villa Crespo
Domingo,SD,Hurto (sin violencia),,Liniers
Miércoles,3,Robo (con violencia),,San Telmo
Miércoles,10,Robo (con violencia),Arma de fuego,Caballito
Miércoles,12,Hurto (sin violencia),,Belgrano
Martes,7,Hurto (sin violencia),,Recoleta
Miércoles,8,Robo (con violencia),,Villa Lugano
Miércoles,12,Hurto (sin violencia),,Villa Gral. Mitre
Miércoles,10,Robo (con violencia),,Nueva Pompeya
